review,label
Large capacity.  Will keep stuff hot/cold for a long time.  Satisfied customer here.  Worth the price I think though I wish it was a little cheaper since these are consumables.,Genuine
"Been using this over a year now, and have not had any problems.

We use with bagels, toast, open faced sandwiches, reheating dishes, reheating bread sticks, pizza, etc.

This things works great :)",Genuine
I own many of these products they all work great. the tungsten 2 inch wheels are wonderful they work better than a hungry beaver. use them to do lots of detail work . wonderful product keep up the good work king arthur.,Genuine
"Solid build quality, works very well for cooking things like spaghetti. I also use it for random noodle dishes and so on. The locking lid works very well, fits securely and makes draining very easy and effortless.",Genuine
"So much fun!  Lots of color and fun shapes and subject matter...........the whole family came together around this puzzle!  It's big, bright and quality materials.",Genuine
Seems like a good variation on the sex in space stories that are out there right now. Featuring 3 humans  including a smart heroine made this a good read,Genuine
"Things that are terrifying or filled with sadness are not necessarily without beauty. The Book Thief is a story that exemplifies that principle. The characters are real and complex and the plot is captivating. But more than that, it's a book that shows the humanity of different individuals, while no",Genuine
We have one of these in our child's room - it's a nice level for providing navigation and anti-monster light without being too bright.  They're light weight and durable so the other is in our travel kit and gets used in hotel rooms when we're on the road.,Genuine
"Our 8 y.o. son bought these with his birthday money and he was so excited when he get them. He didn't know that they came in so many colors, that was a HUGE plus! He's beyond happy with his new Nerf ammo!",Genuine
"**update**  So 3 hours after getting these headphones I was listening to them as I was charging them, and I got up having 1 side in a ear and SNAP!!!! They pulled apart with ease..... I was immediately saddened and in disbelief. Especially because I was loving them sooo much but now it makes me wond",Genuine
"If you are looking for a fun movie with singing and dancing then this is the movie for you.  It isn't out in Blu Ray though so don't try looking because I have.  Showed it to 7th grade, inter city students and they loved it!",Genuine
This is my 2nd pair of Blundstone boots.  My other pair is model BL558.  Both pairs are the most comfortable boots ever.  No break-in period - they are perfect right out of the box.  Good quality leather and well made.  Highly recommend.,Genuine
Great bottle for 4 1/2 year old to take to school. Durable and great color. Only good for cold water though per instruction manual,Genuine
I purchased this because we use it for sensory play with my son.  He has just recently started experimenting with PlayDoh.  It seems like it isn't the quality of what I grew up with but still a good product.,Genuine
Terrific bargain. Exactly the right color shown in pic. The hardest part was removing it from the box. I was able to attach the legs and set it up fairly easy. Sturdy product. Works well on our office/entertainment/spare room.,Genuine
"Really like it; then it started to sound crackly at times like a loose connection. The sound would disappear, but I'd fiddle with the connection and it would come back.
Now it's gone -- no light, no sound.

Not very durable.",Genuine
"Love this figure! I gotta tell you, I have nothing bad to say about this figure. Finally,  this is IMO the best snake out ever! Get it while the price is low because I see this going up.",Genuine
I have two under nine pound inside kitties...no scratching...no fleas! Need I say more? Have used Advantage since they were kittens and now the oldest is almost seven and the youngest close to two. It's a great product!,Genuine
"Rabbie has no problem explaining his problems, perhaps no, but I canna abide being in the same room with you and no speaking to you, aye? Ive thought of naugh but you, Bernadette, he muttered. I canna sleep, I canna eat. I liked this book, I loved Rabbie",Genuine
"Had great humor that my young kids 3,5,8 were able to understand and laugh at but also some adult humor that they didn't (thankfully) get. Worth the watch especially if you have ever bad a cat in your life.",Genuine
What can you say about this....it was basically new and it came with the orginal box and all the connections not bad for a used item I got it for my mom she wanted something to watch movies on I got her a Bluetooth keyboard with it and she's happy.,Genuine
I loved book 2 as much as book 1. The love that blooms between Oleg and Nadja was sexy and sweet. Nadja's  family on the other hand was horrific.,Genuine
Installed it myself. It works great. I really like it when I can go to my phone or computer and change the temperature when I am away from the house. It also sends me texts or e-mails when the temperature goes above or below a programed temp that I selected.,Genuine
"I KEPT HAVING PROBLEMS WITH MY BIKE NEEDING AIR IN ONE OF MY TIRES EVERY COUPLE OF DAYS SO I FIGURED I HAD A SLOW LEAK. BOUGHT THIS TUBE AND NOW I""M CRUISING ON MY BIKE WITH NO HASSLES.",Genuine
"I never, never rate a novella this high. They are usually too short with the story stopping abruptly. Not this book. The characters are so believable and the writing so clever that you feel as though you are actually in the moment. I was truly enchanted.",Genuine
"The video of Murder She Wrote, the complete 11th series is is wonderful and a quality product. I will purchase from this seller again any time I need something that they are selling. The product is of a high quality.",Genuine
"Love the shirt, but i definitely ordered a size too big! These shirts normally have a loose fit to them, making them a little larger than usual. Other than that, amazing light feel!",Genuine
"Great way to connect Lanyards, not a real buckle, they do not come apart easily and are designed to break away at 20lbs,,, make your lanyards to go on and off over your head without the connectors unconnecting.",Genuine
"This handy gadget works really well for filling plastic storage bags, even with soup.  They also worked great for drying my rubber gloves.  The folding feature is really nice for storage of the tool.",Genuine
Great little bookshelf. All of the holes lined up fine and there was no extra hardware! The rocket and all of the details are actually carved in and painted decently well. There are a few paint blemishes but overall really well done!,Genuine
We looked everywhere in stores for a product like this with no luck.  Thankfully we found it online. It is precisely what we needed to give some more hanging space in the closet. The product is durable and priced reasonably.,Genuine
"Nice and sturdy, and the size and shape comes in handy when a 1-cup is too small.  Easy to read markings.  Haven't used the strainer yet, but it may come in handy down the road.",Genuine
This bridge is a great edition to any Thomas train set.my kids love it and the quality is great. This is still in great condition despite all the rough play that it undergoes.,Genuine
"It's perfect!  Not such a big holding area that you have to dig around for your items.  Perfect for the wallet, cell phone, comb and other necessary items.  Need one like it in a summer color for that season.",Genuine
I now have 3 of these in my basement  so handy and cheaper then installing more outets for lightes down there. One would do but with three helps with keeping spiders at bay. These are great for outside evening /night events.,Genuine
"For having some generally good actors in it, I must say that the script and acting of the movie are probably the worst I have ever seen... But on a good note the shipping was fast and Amazon's service is great.  Just a terrible flick.",Genuine
"These water buffalo tails are very much loved by my little Maltese. They provide quite a bit of chewing fun for him, and appear to be good quality (sorry but I was not willing to taste). There are quite a few in the sack, so pretty good value here.",Genuine
"The ""case"" is a little tricky to open at first but once you get on to it, is simple.  Like that it protects the lamp and takes up far less room than most Coleman's that come in a hard sided case.",Genuine
This is my second Anker battery charger.  I usually carry one in my truck and car.  Always handy when electrical outlets are not available or easy to get to. Makes a great gift to those who have lots of electronic toys.,Genuine
Loved the first three volumes of this series and couldn't wait to watch this one.  Just as good as what's come before and and very enjoyable.  Can't wait to watch Volume 5!!!,Genuine
"SO comfortable and easy to slip on. Great quality and color. I wear a size 8 in most shoes and typically size up for flats, I ordered size 8 in these and they are perfect!",Genuine
"Yes, I found this book impossible to put down.  I loved it, and think Ozzy is an insane idiot after reading it.  But, I would love to have dinner with he and his wife now, and I never would have thought that before.",Genuine
"Why you should read it: This has been one of my favorite reads this month, and I definitely recommend it to fans of the twisted and strange. Brandon is a bad boy who uses his image to hold the world at bay, and uses his hacking skills to keep the world at arm's length. Our heroine, Emma, really sees",Genuine
"After reading Peter Diamandis, Ray Kurzweil, several other books about now and future this book looked redundant. But is not. Speaks about daily stuff but puts clarity on it. At the end...a joy of reading, morever because is very, scarily...current.",Genuine
"Excellent Movie. Either this movie was made for these characteres, or these characters were made for this movie.
I'm a long time Westerns fan, and this was superbly done. Should have won  (more?) awards.",Genuine
"Very well made ladder and a great value. The pads on the ladder legs are substantial, as are the locking braces. Much higher quality than a same - priced competing model by another brand.",Genuine
"I wanted a silverware tray that was cheap in price, but good in quality.

I put this in my kitchen drawer backward, so the junk compartment is to the front, but the spoons, etc., are still in easy reach.

I'm glad I got it.",Genuine
"An excellent book.  Really well written, carefully sourced; a pleasure to read, as well as being very informative.  It really put an enormous amount of the news about China over the course of the past couple decades into perspective for me.",Genuine
"I had one of the units for a year and put over 2000 miles on it before I dropped it on the pavement and the display broke. So, I bought another and I hope I won't drop this one. Unit could be made more rugged.",Genuine
Great read. Yuval has done a great job in presenting the facts and simulating the imagination while reading. I'vent finished it yet ... half way so far... but I'm already thinking about getting the next book from this writer.,Genuine
"Well made, works a lot easier for getting the backstrap pin out of my glock 30 a lot easier than the tool provided. It's also just handy to have in the range bag. It's a great tool, get it and you won't be disappointed.",Genuine
I use these for mountain biking and the sound quality is adequate. The thing I really like about these is the ability to hear ambient noised. They are NOT sound isolating like most ear buds and that's exactly what I like about them.,Genuine
I wanted a quick refresher to Greek mythology and this book did that for me. It's informative without being way too long. I also learned a few new things in there that I didn't know before. The stories are just fascinating to me.,Genuine
"Nice bra, not great fit (slightly small).  Not great support - this isn't an every day bra.  I got it for under a specific shirt and for that limited purpose, it's good.  If I was ordering again, I would go up one band size.",Genuine
"I watched this drama last year on Dramafever, loved it, still loving it. Lee Jun Ki is a remarkable actor, in fact all the actors were very good. I enjoy the era timeframe of this drama.",Genuine
"There's a lot to like about the A-Flow 5 Function Dual shower head, primarily the fact that it provides a number of different combinations and settings with solid flow (even with flow restrictors). Installation is fairly easy, directions are so so, but they include plumbers tape in the box as well a",Genuine
"This is a revolutionary product that is changing the way I manage my energy use at home.
And it's a beautiful art piece that replaces that old yellowing piece of plastic that's been sitting on the wall since 1977.",Genuine
"Doggy toys, just make sure you remove the electronic part with the battery before they swallow it. That is if your dog is a chew monster like mine. This is a good rule for all dog toys with batteries or electronics.",Genuine
"I love Angela Lansbury as Jessica Fletcher.  The stories are well written and riveting.  Anyone who enjoys a good story without blood, guts and sex should enjoy this.  It is really decent entertainment, and sooo enjoyable.",Genuine
Amazing company with very hire standards.  We needed help with using the product and they were extremely helpful.  I would definitely recommend this awesome car and will definitely buy again from this seller.,Genuine
I have had these for a while now and I got to say I love the bass on these earbuds. I don't like paying a lot for earbuds since I have bad luck in getting them crushed or snagged on something. I would definitely buy another pair of these.,Genuine
"Although this is a great toy for an older child, I wasn't aware it had to be built. I didn't read it or they didn't describe as such)  I sent it back as my grandson is four and not into ""building"" things just yet.",Genuine
"This case has extra soften material inside that provides excellent protection for the mac. Compare with another similar case that I bought before, this case is the best one for the price and for the design.",Genuine
"My 10 year old loves this. He's becoming quite the master. Crashed quite a few times, nothing broken so far. I would say it's a great beginner.",Genuine
"Very nice case. I bought it to store my automotive scanner in. Fast delivery, good quality, pretty good price. Cant go wrong.",Genuine
"Good thing I bought this extra track to go with the Pennsylvania train set I bought my grandson for his birthday, otherwise the train would have just travelled in a tight circle. Now it goes quite a long way. He loves it.",Genuine
"Very Tarantino style film.  Entertaining, funny and keeps you paying attention.  Hated to see one character get bumped off, but the one who got it deserved it... Highly recommended.",Genuine
"i have used this item almost for 8 months now, i work at a very large shipyard as a welder and i found my self needing a lot of tools and odds and ends on me at all times, but my pocket became so unorganized and would on occasion cut my hand from random things in my pocket, so i decided to buy this.",Genuine
This bracelet is very pretty and shiny.  It seems awfully light and fragile.  I expected it to be a little heavier and more substantial.  It is to be a gift and I will be happy to give it and hope that the recipient gets a lot of wear and enjoyment out of it.,Genuine
I only use these to spread glue. I tried to use them for painting and staining and it was a mess. Lots of hair kept coming out and they don't spread very well. For the price you can't beat it though. Arrived on time.,Genuine
"This is a really nice slipcover that saved a chair that has good ""bones"" but aestheticly needed help.thank you Amazon for the great price and fast delivery. It's exactly what we needed.",Genuine
OMG - I LOVE this carry on - it has way more room than one would think! I haven't tried it at the airport yet so I don't know if I will have any issues since it is wider but it is a keeper regardless.,Genuine
These work wonderful with my Westone UM2 headphones.  Great price and excellent value.  Would recommend this for anyone that would want to replace their earphone tips.,Genuine
"Not a big trekkie, but really enjoyed season one.  It's great science fiction with likable characters, good plots, and good special effects.  The pilot is ok, but it really takes off from about episode 3 on.",Genuine
"Got a lot of use out of this one.  It can be attached to pretty much anything and we used it to attach our son's teethers, toys, bottles and sippies to his stroller.  Highly recommended.",Genuine
This series of publications cannot be beat if you want to delve deep into the Bard's plays but have hesitated because of the old English. You read the new then the old and now you get it! After a while you find that you hardly need the translation any more.,Genuine
Great product. Lots of fun. Our boy could let it down. The sounds and ease of operation was great. Five stars and two thumbs up. Did anybody notice how inexpensive this is?,Genuine
"I bought one last year for like 5bucks, and somehow a seller is listing it for 99cents so I bought 4!

But then the price went back up, I hate to put shopping bag on the ground, even at home, or in my own car.",Genuine
They were ok. Big pack of mini plastic horses. You can tell they are cheap. Worked well enough for table decor for daughters birthday. All wouldn't stand. A couple could not balance.,Genuine
"Awesome little lantern - seems well built and very bright.  Time will tell, but for the price this is a great lantern.  I wish it had a handle on the top, but otherwise really like all the features. Enjoy.

Update: Just bought another one!",Genuine
"Used this for terrariums, nice dark rich color and it was a decent price
I know there are other kinds and probably cheaper versions at Big box stores but it was nice to get all of my terrarium supplies from the comforts of home!!",Genuine
"This is a great product that provides precision drilling for a good price. The vise (Proxxon 28132) is a must. The unit is compact. Even after reading other reviews about the size, when the box arrived it was smaller than anticipated. That said, it has more than exceeded expectations.",Genuine
"This is one toy that my 4. 5yr old and 2. 5yrs old play with everyday. It even holds up to 200lbs. I did replace the wheels with Polyurethane wheels, it makes them so much smoother and faster.",Genuine
"The dress was not as nice as I thought it would be from the picture.  It runs very large on top, I am going to take it in to get fitted...overall, it looks much CHEAPER than what the picture shows...",Genuine
Costume is adorable.  I wish the ears stood up a little better.  I'm going to have to reinforce them.  Otherwise an awesome costume.  My daughter is a 6x. And the 7-8 fits great,Genuine
This didn't work for my son's coffee pot so I should have ready a little deeper. He is in Germany and I sent this to him. It works fine for his phone and laptop but I had to order a heavier duty one for the coffee pot.,Genuine
This book is way too long and confusing. It has too many characters and some characters have similar names which makes it even more confusing. It's neither a mystery or a ghost story like it's been described. I just don't understand how it won  the Booker prize.,Genuine
What a perfect ending to a great series. Full of excitement not knowing who was good or bad. You need to read this from the beginning to understand the story tho but won't dissapoint,Genuine
"Beware if you are a parent of a younger child.  Not sure exactly who this is geared for?  Maybe older kids and adults very into dark steampunk-style?
We knew we were in trouble when one of the first scenes the mid-wife going to deliver Jack offered the mother whiskey?  This was originally a French m",Genuine
"I can't praise these enough; they are sturdy, rigid, well made and do the job really well for screws, electronics or whatever small items you have. I'll be buying more!",Genuine
"I ABSOLUTELY loved this book, it was different from what I had expected. It was my first book to read from Carol Godwin, and definitely not my last. Just enough paranormal and romance combined.",Genuine
"I think it's a cute children's book. Unfortunately it portrays big cities as a chaotic place and doesn't show the beauties of the city. Well, it's ok, my child still enjoys it.",Genuine
My youngest son loves this outfit. It has a loop to hold the sword and has held up to a few battles with shrubbery (dragons). Its a nice purchase if your kid is slashing rubber swords a lot. This makes it look official.,Genuine
"magnet doesn't have much strength so really cant be used that way,I was going to send it back until I found a way to wedge it into a cupboard and now its a wee bit better,the alarm works well and is easy to use",Genuine
"Purchased two of these in different sizes. All clad makes great quality stainless steel cooking and bakeware and these are no exception. Heavy and durable, I expect it to last my lifetime or longer.",Genuine
This is one of the first books that really made me sleep cause is only about a girl with insaecurity issues that overcomes it with boobs to become a slut or person who used his boobs to go forward (in the book only talked of the process to buy her boobs).,Genuine
"Awesome Easter gift for our 9 year old daughter.  We looked in the stores but the prices varied or they were out of stock.  This is the playdoh we grew up with, and a cute way for today's generation to enjoy playing with it.",Genuine
"The title sure had me fooled, but fully understand the reason once I read the book.  Craig Johnson hits another five-star winner on my growing list of everything he's written.",Genuine
I mistakenly purchased this slightly bigger than I needed to( I am petite in size) but I didn't return it as it is not overly big that I cannot wear it. Excellent material and color  true royal blue. I am satisfied with this purchase.,Genuine
"Bought this for my wife. This is the fifth shoe i bought this year for her.
Despite wearing the same size, this shoe is a bit wider on the front making it unstable.

End up buying kayano 20 and it fit perfectly (all medium wide)",Genuine
"Beautiful product, I just loved it! Definitely very well done carving job on the Tiger eye and I was really impressed by that!!! I want buy more in the future and give them like a gift for my loved ones. Worth every single penny!!",Genuine
I think it should be mentioned that I received a package of these in a ziploc sandwich bag.  They are not bright and shiny like the picture but dull.  I'm not sure why these are being sold this way but I had to return the one ziploc bag I did receive,Genuine
"My kids are loving this toys, it's very cute!  We bought this set for our kids to play with their&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Train-Tracks-Complete-Set/dp/B00ZEBMTZY/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Train Tracks Complete Set</a>.  They're both are NOT related",Genuine
"Strap part is just about 40""(maximum), plus the swivels at each end.  I have Remington 870(tactical) with Blackhawk adjustable stock, and sling is perfect at 38"".  I am skinny though.

I think the quality is great for the price.  It certainly look great.",Genuine
"I haven't read a book I couldn't put down in a long time! After reading Imhotep, then this book, I am looking forward to book 3. It was exciting, terrifying, funny and mystical. If you love history, adventure and intrigue, you will really enjoy this series.",Genuine
I like that these don't burn really quickly and the price was decent for the quantity (and array of colors) that I received. My only complaint is that they're still a little large for my chime holders so I gotta twist them in a bit.,Genuine
"I really like this light.  The only thing I wish they would change is the cord placement.  It sticks out the side so it is more visible in my situation then I would prefer.  Other than that, it operates properly, the switch is good quality, and it works perfect with our terrarium.",Genuine
"These slippers are for my husband.  We ordered a size 13; but, they're slightly too small and too narrow.  Hopefully, they will loosen some over the coming weeks.  However, for the price, we expected more.  We would not buy these again.",Genuine
"Cuts very smooth, high quality dadoes. Included shim set is a nice extra. Case is cardboard but still functional. As a long-time woodworker, I would recommend.",Genuine
I work on alot of computers for people. Never went wrong with APC batteries. Fast shipping and a genuine replacement part. APC has a good reputation and couldn't be happier with my purchase..,Genuine
This is a quality looking piece of furniture.  Easy to mount and holds a good amount of weight.  Size is capable of holding 4-5 pieces of AV equipment and a good amount of wires behind it.,Genuine
"Ok, I'm putting I don't like it because I watched it 2 weeks ago and I've already forgotten everything about it. So I must not have liked it. I only know it was in sub-titles. Can't remember a single other thing.",Genuine
I've loved everything I've read by Bella and these keep that the same. I can't believe it's taken me this long to read these amazing stories. 5* for all these stories.,Genuine
"This thing is quality. The weight is perfect, just heavy enough to prove its granite, but not too heavy. It grinds things to a pulp! There is some dust when you first use it, but just grind itself under water for a little while, let it dry out, and you are good to go.",Genuine
"I have a wide variety of kids through my home for daycare or after-school play, and this works for a range of ages/interests.  Also take it along when we visit relatives, it has been enjoyed by the young and the not-so-young. Very cute and fun.",Genuine
"The product looks much smaller in the picture, I really wanted a much smaller version of this considering how sleek and well put it looks. The design is amazing, however the bag was very much bigger than expected, so its useless to me.",Genuine
"This is a great harness for dogs that need adjustment around the neck, like my little dog.  Very few dog harnesses do that, only one adjustment around their body, and that's all.  These are great, and will buy more in the future for sure.  Thanks seller.",Genuine
This was a Christmas gift for my 8 year old granddaughter. She absolutely loves it! It is such a great value and is perfect for beginning or intermediate young fashionistas! I am so pleased with this purchase!!,Genuine
We bought 30 of these for the kitchen in our new home.  They are solid and look great on our cabinets. I suggest with all cabinet knobs/handles that you use a little lockttie on the screws so they stay snug.,Genuine
Hard to get into.  Not liking the ideal of female Jesus he was born in this earth as a man of God.  Why change the truth for a book?  The message was to learn forgiveness and a great way of teaching this.,Genuine
"Love this necklace. It's sophisticated and does NOT look gaudy. I'm no gem expert, but as a regular person, it doesn't scream ""fake"" and can be worn without looking ostentatious, too.  I like that you can adjust the length by about 2"".",Genuine
This book was long and slow to start.  It seemed to take forever to start the actual explanation.  But if you persevere it is worth it.  Those enjoy history will enjoy the book.  I am amazed that anyone could serve what these men went through.,Genuine
"I got a snake that was a plain, dull dark green color on top and unpainted on bottom. No where near as nicely painted as the one pictured. Looked like a dollar store item.",Genuine
"VERY well made, easy for an ol' mechanic to install, requires an outdoor 2X4 I had to provide, but a really well made product to fix the gate that always stuck...",Genuine
This didn't seem to work for what I needed it to clean. I am trying to get out set on hard water stains and yellowing from marble. This product didn't seem to help. I think I'm going to have to call a professional.,Genuine
This pot is amazing. Looks so beautiful and performs great so far. It is pretty heavy and love the fact that has the glass lid. I'll update in case something changes.,Genuine
Finally........a bottle brush with bristles on the bottom.  You might have to twist and turn it a little to get into a small-necked item but it doesn't take much.  I hope it lasts forever but I know which one to buy again if I need it!,Genuine
"I love the frame, except I got the wrong size and it was too big and bulky to return for an exchange. Because of that I have been living with the wrong size frame for over a year. Saving up to get the right size frame!",Genuine
"my grandson loves this.............  he plays with it often. gave it to him at 12 months, still playing with it at 18 months. nice little farm animal set, highly recommend it",Genuine
"My friend hasn't worn this one yet, so I can't give it an honest review, but he loved the white one. I will assumed he loves this one as well!",Genuine
"My family eats very healthy, clean foods with no sugar and high protein. We have multiple dietary needs and because of this making meals can be a challenge. A healthy lifestyle is a healthy you. That is one of the important things that makes us happy. Eating the right and nutritious foods are essent",Genuine
This book started out slow in the beginning but steadily picked up the pace and by the end was an intense.  It hits you with the shot you aren't expecting and makes you wish it was a bit longer....Cant wait for to read more of his books.  Good for fans of  what would you do if it happend to you.,Genuine
Runs about a half size large. Nice soft suede. I got the Grey color and it is quite a bit lighter than the product photo-it's more of a silver in real life. The insoles should be padded for more comfort.,Genuine
Good mystery woven with Cornish folklore and families. Good character development and an interesting and different story. Lots of intrigue and a blossoming romance with the promise of a HEA ending eventually.,Genuine
This book is so funny you will literally have tears of laughter running down your face. It is hilarious because it's all true. You definitely have to be a mom though to get the humor. Baby Sideburns rules. A must read if you are a fan!,Genuine
"This puts out very little oil. It's hard to tell if it's even working. The reason I can tell is that it sounds like it is boiling when it is on. There is definitely a boiling water sound, so I don't know that the ""whisper"" name applies.",Genuine
"This is a high quality clip but I have not used it much with my Leatherman Wave since it is a bit heavy to clip to your pocket. However, given the price, it is nice to have a clip handy should I need it.",Genuine
One of the best books ever written. Kline managed to incorporate so many pop culture references from the 1980s into this book that I was stunned. It's also a perfect photograph of the internet in the late 1990s.,Genuine
"Product works Great!!!  I seriously came home seeing a box and I was like, what the hell is this?  Then after opening i couldn't believe this part was already at my door!!  It was seriously there like 12 hours after i ordered it.  Wicked Fast...",Genuine
"I really enjoyed watching this movie.  I missed it in the theaters and wanted to see it before the Oscars were presented.  Great acting, especially by Bruce Dern, and I loved the black and white.",Genuine
I bought this lcd last Christmas to be used in my bedroom. I have no complaints. The picture and sound are fine for late night viewing. The sleep timer is very convenient. I consider this a great value...,Genuine
Some rope toys are too thin for large dogs.  This one is a thicker rope toy and offers hours a tug related fun for one of my dogs.  These work well to floss dogs teeth if they like to chew on them.,Genuine
"This book handles difficult parts of life in a fun, entertaining, and thought provoking way. It is hard to put down and enjoyable to read. The characters are real and relatable.",Genuine
worked great for my dress to give me sleeves without dying of heat.  Originally bought a large but was swimming in it.  Medium fit though.  I am 5'6 150 and a DD,Genuine
I have a big melon and this hat fits well but the adjustment strap in the back is short enough that it comes undone from the back of the hat. Small melon? Probably no worries.,Genuine
"Works well, however the auto-switch sometimes will screw up. If Game console wakes up from sleep for updates, it will autoswitch when not wanted.  Not a big deal for me, but should be noted for others who might end up in similar situation.",Genuine
"Excellent film and a great story telling of a truly historic event. Sure it looks a little dated in some ways now, and his dog's name would cause consternation these days, but every bit as enjoyable as  when I watched it as a kid.",Genuine
"I bought this to float out in the lake, keeps my shoulders even with the water i weigh 170lbs.  Works good for floating in water drinking your favor drink and gives you the comfort if your a bad swimmer like me.",Genuine
"My 3 year old daughter is a big ""Jake and the Neverland Pirates"" fan. This is a fun game for her to play. I like it because it is easy to pull out of the closet and play with. Very simple to play.",Genuine
"This book contains an exhaustive list of aphrodisiacs. Some are the common ones that everyone has heard of, but there are a number which I was completely unfamiliar with. It even includes several recipes at the end, which is a really nice touch.",Genuine
The pajamas arrived in a beautiful box and enclosed in paper.  It was like opening a surprise instead of pajamas.  The pajamas are of good quality and has washed well.  Will order more.,Genuine
"The subject matter ok, but I wish I'd known it was about some 17-18 year olds. I couldn't finish the book due to not being able to relate to the characters. The storyline was believable for the age group just not what I expected.",Genuine
I chose this on a recommendation from a reliable friend. In the beginning I had hope this book would become more likable.  I trudged through to the end.  I could not identify with any of the characters.  I was not sympathetic to any of the main characters.  Don't waste your time.,Genuine
"Good quality and print is nice.  On the thin side as far as throws go, but it's just what we wanted...a thinner layer for summer.  Plus, perfect for Star Wars fans!",Genuine
"I know pretty is a weird word to use for men's pajama pants but... the coloring really is just that. Such a nice color scheme and the colors pop and are really vibrant. I bought it as a gift for my brother and he loves them, and they also fit him perfectly.",Genuine
"The product is good - the blades are sharp, the whole device feels solid and heavy in the hand, and it does work on meat as advertised, however, there's one significant point where the product description is false.  The product listing says that this specific model is ""Made in the USA"" and it's NOT.",Genuine
this hub was exactly what I needed to hook up additional usb devices and the size of it made it more desirable. I'm happy with the device and the transaction as well. Thank you from one satisfied customer.,Genuine
"Very cute, heel a bit thin for frequent use but pretty and smart looking with dresses and pants. No extra jewelry meeded. Would have given it 5 stars for a thicker heel.",Genuine
"This is the perfect fan. My husband hates fans and I am dyeing of heat during the night. I put it right beside me, he can't hear a peep and the air goes directly on me! Awesome buy!",Genuine
"Great way to recycle old throw pillows, the dog theme is cool and colorful, the price was great for a linen cover, I would recommend",Genuine
"Be aware of size.  If you have it correct, these work great.  The chairs slide easily on a wood floor.  The product appears to be substantially built and should hold up a long time.",Genuine
This was purchased for my 4 year old grandson who is getting interested in board games and we are trying to have him play more with games that you are inter active with friends and family.  He is quite competitive so this was perfect.,Genuine
"Bought this to hold up small motion sensor light. Works like a charm, very satisfied.  Also, thanks to other Amazon commenter for recommending this product when they were reviewing the motion sensor light.",Genuine
"Does exactly what it's supposed to do and gives you a positive purchase on the handgun grip. Doesn't quite fit as well as TALON grips, and they stick off the frame slightly. But overall good product and great grip accessory.",Genuine
"What would you do if you were in love with your boss?
Lisa is a nymph in love with,her boss, what should she do?
I love how this unfolds and I have to say the first quarter in the series has been wonderful.
Looking for to May.",Genuine
"im glad i bought this toy. it does alot when learning #'s, abc's, shapes. this toy is very helpful. dont leave it on without use because u'll run the batteries down. but very useful and fun!!!! not 2 complicated.",Genuine
"Great protection from cuts and abrasions, well made and put together. Good grip and ridges on fingers provide better than expected grip and hand protection.",Genuine
"Well, the dogs seem to like them, although once they start chewing on them, there are sharp edges that have cut my pup's mouth.  The odor is awful, but maybe the dogs like that.  The price is too high for the amount of time that they last.",Genuine
"I bought it and use it but I don't see much birds like it much  some time three or four days still outside ,, no idea why ,, but its conv delivered home  & I may be change other next time ,,",Genuine
This was a great love story. I think m/m books are so much more than if it was m/f. I think u can fell the love in these books. It was an awesome story.,Genuine
Awesome tool roll up. It is made for various types of tools. It is easy to put tools there and easily to see what tools are available. Good to have in your car or office. I recommend buying this.,Genuine
Enjoyed this book very interesting and also very sad good the way it moved from the forties to the nineties felt you knew the 4 women lovely book,Genuine
I have three of these in my home and plan to buy at least one more. With two dogs it is nice to be able to remove and wash. And they are tough and my dogs love them. Plus they are very stylish!,Genuine
"Cute, quirky, ""this would never happen in real life"" romantic short story. this is a good quick read for anyone who still believes in fairy tale endings.",Genuine
I have two rabbits who are not jumpers. This suits them perfectly! The divider is great providing a nap/potty area from the play area. Even my kitten loves to be in it! Super easy to put together and clean! I will be buying another!,Genuine
"Macaulay is the master of simplifying complex topics.  He's easy to follow, extremely well illustrated, and gripping -- which is a lot to be said for an historic architecture series! If you like to know how things work, buy any of his books.",Genuine
"Flimsy construction, and warped. I bought 3 and they are all this way. However, in my cabinets with moderate weight, they are functional. Would not buy again but considering these were the cheapest available for this size, I got what I paid for.",Genuine
"A realistic view of the life led by the SF teams both in country, and on base & R& R. The characters become real, and the emotions ring true.  One of the best novelsI have read!",Genuine
"I've had the 5 months now, and it's still like brand new.  It has a really nice durable cord; there is no wear on it.  The locking mechanism is easy and is also still 100%.",Genuine
"This is really the absolute best piece of glass in the price range. People comparing it to scopes that cost two or three times as much are missing the picture. You just aren't going to find a Mil/Mil FFP scope with usable glass at this price from anyone else.

The picture is bright, clear, and disto",Genuine
"Just finished rereading it for the third time, since the new one's come out. Thought I'd update my original review. Any book worth multiple rereads is worth a five star review.",Genuine
"Impressed!! Ordered from Amazon Prime, showed up right on time and packaged well.... I'm a plumber by trade, I don't deal much with this sort of thing however I know quality when I see it. This unit is built well, very easy to assemble and set up. My existing confidante drain was routed through my c",Genuine
For the price I'm very pleased with these rings. They look good and are very comfortable. I feel like they could be a little more durable but for the price I would recommend these to anyone.,Genuine
I love how these fit. My head is on the smaller side; I can see how people think these run small but they are perfect for me. Really attractive looking and they don't fog when I run in them!,Genuine
My oldest son absolutely loves this! It goes a lot faster than I expected but he doesn't mind! Us adults even have a blast on it! Definitely a good buy!,Genuine
